project_id,год,регион,вуз_код,pat_foreign_2018,pat_foreign_2019,pat_foreign_2020,pat_foreign_2021,pat_foreign_2022,pat_foreign_2023,pat_foreign_2024,pat_foreign_cagr,pat_foreign_query,pat_foreign_total,pat_cagr_rus_18_24,pat_query_ru,pat_rus_2018,pat_rus_2019,pat_rus_2020,pat_rus_2021,pat_rus_2022,pat_rus_2023,pat_rus_2024,pat_rus_total,pub_2018,pub_2019,pub_2020,pub_2021,pub_2022,pub_2023,pub_2024,pub_cagr_18_24,pub_cite_avg,pub_query_en,pub_total,инвестиции,ключевые_слова_nlp,рынок,суть_проекта,справка_команда
P150,2024,Москва,U137,951,925,968,987,1022,998,1025,126,"environmental monitoring IoT, ecological monitoring platform, environmental sensors",6876,0.0,ЭКОМОНИТОР IoT экологический,0,0,0,0,0,0,0,0,388,580,870,1354,1959,3174,4486,0.5037,1476.32,environmental monitoring IoT ecological monitoring platform,12811,,"[ПРОЕКТ] IoT экологический мониторинг, нейросети анализ данных окружающая среда, environmental monitoring IoT, ecological monitoring platform, environmental sensors","Рыночный контекст (сектор «AI/аналитика данных», данные на момент подачи, 2024): рост рынка ИИ РФ +22,4% (2020); +28% (2021) — максимальные темпы за 5 лет; запуск федпроекта «Искусственный интеллект»; объём рынка ИИ РФ ≈ 647 млрд руб. (2022, МФТИ); ≈ 650 млрд руб. (2023, +18%, АНО «Цифровая экономика»).",Цифровая промышленная IoT-платформа экологического мониторинга «[ПРОЕКТ]» (хранение/анализ данных через нейросети; МГРИ).,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P151,2022,Санкт-Петербург г,U066,3271,3806,4354,4506,4338,4043,3712,213,"e-ink, electronic paper display, flexible display, low-power digital signage",28030,0.3077,электронная бумага гибкий дисплей,0,3,1,3,1,0,5,13,13550,14777,16372,16994,18102,29237,31411,0.1504,13416.56,electronic paper display flexible display,140443,,"электронная бумага, гибкий дисплей, e-ink, electronic paper display, flexible display","Рыночный контекст (сектор «Энергетика/нефтегаз», данные на момент подачи, 2022): нефтегазовый сектор ≈ 21,7% ВВП РФ (начало 2022); нефтесервис — крупный сегмент ТЭК.",Платформа умных экранов на основе электронной бумаги (EPD) и печатной электроники. Гибкие,Основатель (данные на момент подачи): образование/статус: исследователь Национального исследовательского университета ИТМО; разработчик платформы умных EPD-экранов [ПРОЕКТ] на основе печатной электроники; есть компетенции в печатной электронике и встроенных дисплейных системах.
P152,2024,Республика Татарстан,U103,0,1,0,1,0,0,0,0,"health literacy school digital platform, student health education, preventive health EdTech",2,0.0,здоровьесберегающее поведение школьники,0,0,0,0,0,0,0,0,2370,2957,4403,6294,7890,11920,16337,0.3795,2100.76,health literacy school digital platform student health education,52171,,"здоровьесберегающее поведение школьники, цифровая образовательная платформа здоровье, health literacy school digital platform, student health education, preventive health","Рыночный контекст (сектор «Цифровое здоровье/wellness», данные на момент подачи, 2024): рынок телемедицинских консультаций РФ ≈ 5,6 млрд руб. (2020, BusinesStat); ≈ 6,7 млрд руб. (2021); ≈ 7,9 млрд руб. (2022); ≈ 11,7 млрд руб. (2023, +48%); телемедицина — крупнейший сегмент медтеха (≈31%).",Проект «[ПРОЕКТ]» формирует здоровьесберегающее поведение школьников путем интеграции в,"Основатель (данные на момент подачи): образование/статус: кандидат медицинских наук, старший преподаватель кафедры гигиены, медицины труда Казанского государственного медицинского университета Минздрава России; заместитель генерального директора ООО [КОМПАНИЯ]; есть публикации по гигиене и эргономике рабочих мест."
P153,2025,Москва,U002,0,0,0,0,0,1,0,0,"YeyZor startup, tech project",1,0.0,YeyZor проект стартап,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,YeyZor startup tech project,0,,"[ПРОЕКТ] проект стартап, Открытый университет Москва, [ПРОЕКТ] startup, tech project",,"[ПРОЕКТ] — проект основателя из Открытого университета экономики, управления и права (Москва); детали уточняются.","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P154,2023,Ставропольский край,U156,7,16,16,17,27,19,29,2673,"online learning platform, edtech collaborative study, student education service",131,0.0,УчитьсяВместе образовательная платформа,0,0,0,0,0,0,0,0,91,104,251,395,532,813,1010,0.4935,712.44,online learning platform edtech collaborative study,3196,"Грант ФСИ «Студенческий стартап» — 1 млн ₽ (очередь III, 2023).","[ПРОЕКТ] образовательная платформа, EdTech совместное обучение, online learning platform, edtech collaborative study, student education service","Рыночный контекст (сектор «EdTech», данные на момент подачи, 2023): рынок EdTech РФ ≈ 35 млрд руб. (2019); быстрый рост онлайн-образования в пандемию (2020–2021), двузначные темпы топ-100 компаний; ≈ 88 млрд руб. (2022, BusinesStat).",[ПРОЕКТ] — цифровая образовательная платформа/сервис для совместного обучения (направление «Цифровые технологии»).,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P155,2024,Санкт-Петербург,U073,0,0,0,0,0,1,0,0,"LAMSKI project, SUAI startup, tech project",1,0.0,LAMSKI проект ГУАП,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAMSKI project SUAI startup,0,,"[ПРОЕКТ] проект ГУАП, стартап СПб, [ПРОЕКТ] project, SUAI startup, tech project",,[ПРОЕКТ] — проект основателя из ГУАП (СПб); детали уточняются.,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P156,2022,Татарстан Респ,U032,15,10,6,6,15,17,16,108,"robotic arm manipulator, autonomous robot arm, computer vision robotics",85,0.0,роботизированная рука манипулятор,0,0,0,0,1,0,0,1,1285,1514,1832,2244,2426,3895,3992,0.2079,2142.4,robotic arm manipulator autonomous robot arm,17188,,"роботизированная рука манипулятор, автономный манипулятор Jetson Nano, robotic arm manipulator, autonomous robot arm, computer vision robotics","Рыночный контекст (сектор «Робототехника/автоматизация», данные на момент подачи, 2022): выручка робототехнических компаний РФ (опрос НАУРР) ≈ 17,6 млрд руб. (2021); плотность роботизации кратно ниже мировой.",Роботизированная рука (манипулятор) на базе платы Jetson Nano — полностью автономный манипулятор с компьютерным зрением.,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P157,2025,Москва,U059,28,14,6,10,5,2,7,-2063,"energy facility decision support, smart grid management AI, power network monitoring",72,0.0,СППР управление энергообъектами,0,0,0,0,0,0,0,0,153,251,387,573,735,1300,1497,0.4625,1030.6,energy facility decision support smart grid management AI,4896,,"СППР управление энергообъектами, интеллектуальный мониторинг сети, energy facility decision support, smart grid management AI, power","Рыночный контекст (сектор «Энергетика/нефтегаз», данные на момент подачи, 2025): нефтегазовый сектор ≈ 21,7% ВВП РФ (начало 2022); нефтесервис — крупный сегмент ТЭК; инвестиции в нефтедобычу РФ +17,7% до ≈ 1,8 трлн руб. (2022); добыча +2%; инвестиции в ТЭК ≈ 10 трлн руб./год — ≈ 30% всех капвложений РФ (2023); рынок нефтесервисных услуг ≈ 2,3 трлн руб. (2024, Kasatkin Consulting).",Интеллектуальная система поддержки принятия решений (СППР) для управления энергообъектами. Система,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P158,2023,Республика Башкортостан,U088,0,0,0,0,0,0,0,0,"academic paper publishing automation, scientific journal formatting, auto-layout research paper",0,0.0,автоматизация публикации научных,0,0,1,0,0,0,0,1,533,660,902,1040,1219,2016,3051,0.3375,1721.2,academic paper publishing automation scientific journal formatting,9421,Для увеличения прибыли проект нуждается в,"автоматизация публикации научных статей, генерация верстки, academic paper publishing automation, scientific journal formatting","Рыночный контекст (сектор «Робототехника/автоматизация», данные на момент подачи, 2023): выручка робототехнических компаний РФ (опрос НАУРР) ≈ 17,6 млрд руб. (2021); плотность роботизации кратно ниже мировой; +15,3% до ≈ 20,3 млрд руб. (2022); в мире — рекордные установки промроботов (500+ тыс. ед.).",Автоматизация публикации научных статей. Технологическое решение позволяет сократить время на редактирование,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P159,2023,Москва,U064,0,0,0,0,0,0,0,0,"olympiad preparation platform, edtech competitions, student olympiad hub",0,0.0,OlympHub олимпиады подготовка,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0.0,7.5,olympiad preparation platform edtech competitions,7,,"[ПРОЕКТ] олимпиады подготовка, образовательный сервис олимпиады, olympiad preparation platform, edtech competitions, student olympiad hub","Рыночный контекст (сектор «EdTech», данные на момент подачи, 2023): рынок EdTech РФ ≈ 35 млрд руб. (2019); быстрый рост онлайн-образования в пандемию (2020–2021), двузначные темпы топ-100 компаний; ≈ 88 млрд руб. (2022, BusinesStat).",[ПРОЕКТ] — образовательный сервис в сфере подготовки к олимпиадам/конкурсам (детали уточняются).,"Основатель (данные на момент подачи): образование/статус: студент НИУ ВШЭ (направление «Программная инженерия»); победитель математических олимпиад (Физтех, ОММО); есть компетенции в разработке ПО и математике."
P160,2022,Санкт-Петербург г,U075,0,0,0,0,0,0,0,0,"nutrition planning app, meal planner algorithm, dietary calculator software",0,0.0,планировщик рациона питания,0,0,0,0,0,0,0,0,15,12,12,15,18,26,24,0.0815,190.0,nutrition planning app meal planner algorithm,122,,"планировщик рациона питания, калькулятор КБЖУ, nutrition planning app, meal planner algorithm, dietary","Рыночный контекст (сектор «FoodTech/функциональное питание», данные на момент подачи, 2022): рынок ЗОЖ-продуктов РФ растёт ≈ 8,5%/год; ≈ 5–6% розничных продаж продуктов.",Планировщик рациона питания CHILLFOOD с калькулятором КБЖУ. Приложение подбирает,Основатель (данные на момент подачи): образование/статус: студент Санкт-Петербургского политехнического университета Петра Великого; разработчик приложения-планировщика рациона питания CHILLFOOD; есть компетенции в продуктовой разработке и нутрициологии.
P161,2022,Орловская обл,U035,0,0,0,0,0,0,0,0,"optical liver tumor diagnosis, fluorescence spectroscopy biopsy, medical optical diagnostics",0,-0.0365,оптическая диагностика опухоли,5,10,0,1,4,2,4,26,131,160,150,235,567,371,335,0.1694,1422.84,optical liver tumor diagnosis fluorescence spectroscopy biopsy,1949,Грант УМНИК (ФСИ) — 500 тыс ₽; гранты РНФ,"оптическая диагностика опухоли печени, флуоресцентная спектроскопия тканей, optical liver tumor diagnosis, fluorescence spectroscopy biopsy, medical optical diagnostics","Рыночный контекст (сектор «MedTech: приборы/диагностика», данные на момент подачи, 2022): рынок медизделий РФ ≈ 497 млрд руб. (2020, Госкомстат), скачок на фоне пандемии; ≈ 559 млрд руб. (2021, +12%).",[ПРОЕКТ] на основе флуоресцентной спектроскопии тканей.,"Основатель (данные на момент подачи): образование/статус: выпускница магистратуры Орловского государственного университета имени И.С. Тургенева (направление «Биотехнические системы и технологии»); ассистент кафедры приборостроения, метрологии и сертификации; стажёр-исследователь Научно-технологического центра биомедицинской фотоники ОГУ; разработчик оптической системы экспресс-диагностики злокачественных новообразований печени; есть компетенции в биотехнических системах и оптической диагностике."
P162,2022,Москва г,U030,0,0,0,0,0,0,0,0,"wind load simulation buildings, structural CAE software, aerodynamic building analysis",0,0.0,ветровые нагрузки расчёт,0,0,0,0,0,0,1,1,59,81,94,88,88,445,182,0.2065,453.76,wind load simulation buildings structural CAE software,1037,"Грант ФСИ «Студенческий стартап» — 1 млн ₽ (очередь II, 2022).","ветровые нагрузки расчёт зданий, инженерный программный модуль строительство, wind load simulation buildings, structural CAE software, aerodynamic building analysis","Рыночный контекст (сектор «Строительство/городская среда», данные на момент подачи, 2022): рекордный ввод жилья и объёмы стройработ (2021); 170,9 тыс. сделок с готовым жильём.",Программный модуль для расчёта нестационарных ветровых нагрузок и воздействий на типовые формы зданий и сооружений — инструмент для инженеров-проектировщиков.,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P163,2023,Республика Башкортостан,U165,0,0,0,2,3,0,1,0,"mental health platform, psychologist matching, wellbeing service",6,0.0,Psycholist психологический сервис,0,0,0,0,0,0,0,0,524,607,712,734,802,1184,1278,0.1602,1225.28,mental health platform psychologist matching,5841,,"[ПРОЕКТ] психологический сервис, подбор психолога онлайн, mental health platform, psychologist matching, wellbeing service","Рыночный контекст (сектор «Цифровое здоровье/wellness», данные на момент подачи, 2023): рынок телемедицинских консультаций РФ ≈ 5,6 млрд руб. (2020, BusinesStat); ≈ 6,7 млрд руб. (2021); ≈ 7,9 млрд руб. (2022).",[ПРОЕКТ] — цифровой сервис в сфере психологической помощи/подбора психологов (детали уточняются).,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P164,2025,Томская область,U061,7,6,7,6,4,0,4,-891,"digital art platform, creative industries, creator collaboration",34,0.0,http://STAGE.dev цифровое искусство,0,0,0,0,0,0,0,0,4363,5014,6231,7384,8913,14641,19729,0.2859,2889.72,digital art platform creative industries,66275,Грант Фонда содействия инновациям 1 млн ₽ («Студенческий стартап — 2025»).,"http://[ПРОЕКТ] цифровое искусство платформа, креативные индустрии ТГУ Художники, digital art platform, creative industries, creator collaboration","Рыночный контекст (сектор «Туризм/спорт/креатив», данные на момент подачи, 2025): внутренний турпоток РФ 66,5 млн поездок (2021, +40%); 73,1 млн поездок (2022, +10%); господдержка отрасли; 83,6 млн поездок (2023, +14%) — исторический рекорд; ≈ 90 млн поездок (2024); оборот внутреннего туризма ≈ 917 млрд руб..","http://[ПРОЕКТ] — кейс-лаборатория/платформа цифрового искусства для молодых художников, музыкантов и дизайнеров (ТГУ, Томск).","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P165,2023,Ханты-Мансийский автономный округ,U169,0,0,0,0,0,0,0,0,"travel route planner app, personalized tourism itinerary, trip planning algorithm",0,0.0,планировщик туристических маршрутов,0,0,0,0,0,0,0,0,5,10,8,12,9,23,16,0.2139,242.76,travel route planner app personalized tourism itinerary,83,Стартап-проект основан на бизнес-модели Freemium: можно,"планировщик туристических маршрутов, персонализированный тур, travel route planner app, personalized tourism itinerary","Рыночный контекст (сектор «Туризм/спорт/креатив», данные на момент подачи, 2023): внутренний турпоток РФ 66,5 млн поездок (2021, +40%); 73,1 млн поездок (2022, +10%); господдержка отрасли.","Эффективное, быстрое и финансово менее затратное","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P166,2025,Москва,U065,0,0,0,0,0,0,0,0,"construction monitoring AI, contech, autonomous site monitoring",0,0.0,автономный мониторинг строительства,1,0,0,2,0,0,0,3,653,994,1445,1725,2424,4052,6005,0.4474,2195.32,construction monitoring AI autonomous site monitoring,17298,,"автономный мониторинг строительства, ИИ контроль стройплощадка, construction monitoring AI, contech, autonomous site monitoring","Рыночный контекст (сектор «Строительство/городская среда», данные на момент подачи, 2025): рекордный ввод жилья и объёмы стройработ (2021); 170,9 тыс. сделок с готовым жильём; рост цен на стройматериалы +2,7% (2022); утверждена Стратегия развития стройотрасли до 2030; объём строительных работ ≈ 16,4 трлн руб. (2023); рекорд сделок с готовым жильём — 175 тыс. (+32%).",Программно-аппаратный комплекс/сервис для автономного интеллектуального мониторинга строительства (МИЭТ).,Основатель (данные на момент подачи): образование/статус: студент направления «Информатика и вычислительная техника» НИУ МИЭТ; разработчик сервиса для автономного интеллектуального мониторинга строительства с использованием ИИ; есть компетенции в разработке программного обеспечения и автоматизации строительного контроля.
P167,2024,Республика Татарстан,U106,3886,4345,4521,5222,5183,5183,5474,588,"biodegradable drug carriers, theranostics, drug delivery",33814,0.0,биодеградируемые лекарственные носители,1,3,2,2,2,0,0,10,3693,4281,5118,6516,7490,11277,10719,0.1943,3373.44,biodegradable drug carriers drug delivery,49094,,"биодеградируемые лекарственные носители, тераностика доставка лекарств, biodegradable drug carriers, theranostics, drug delivery","Рыночный контекст (сектор «Фарма/БАД/нутрицевтика», данные на момент подачи, 2024): рынок БАД РФ +13% за 2020–2021 (Euromonitor); БАД принимают 8–20% россиян; продажи БАД ≈ 105 млрд руб., 364 млн упаковок (2022); фармрынок РФ ≈ 2,6 трлн руб. (+11,9%, DSM Group).","[ПРОЕКТ] (КНИТУ, Казань).","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P168,2024,Москва,U133,0,0,0,0,1,0,0,0,"career planning platform, HR talent management, workforce development software",1,0.0,планирование карьеры платформа,0,0,0,0,0,0,0,0,485,554,685,613,830,1433,2046,0.2711,506.96,career planning platform HR talent management,6646,Сейчас проект развивается на грантовые средства Фонда содействия инновациям,"планирование карьеры платформа, HR управление персоналом, career planning platform, HR talent management","Рыночный контекст (сектор «EdTech», данные на момент подачи, 2024): рынок EdTech РФ ≈ 35 млрд руб. (2019); быстрый рост онлайн-образования в пандемию (2020–2021), двузначные темпы топ-100 компаний; ≈ 88 млрд руб. (2022, BusinesStat); ≈ 118 млрд руб. (2023, +34%); утроение рынка за 4 года.","Продукт для широкого круга людей, заинтересованных в планировании карьеры в среднесрочной и","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P169,2025,Москва,U059,61,67,58,55,35,22,15,-2085,"P2P rental service, sharing economy, peer-to-peer rental",313,0.0,ALISHER P2P аренда,0,0,0,0,0,0,0,0,147,214,222,215,204,264,254,0.0954,604.16,P2P rental service sharing economy,1520,,"ALISHER P2P аренда вещей, шеринг повседневных предметов МФТИ, P2P rental service, sharing economy, peer-to-peer rental","Рыночный контекст (сектор «IT-сервисы/платформы», данные на момент подачи, 2025): объём ИТ-рынка РФ ≈ 1,8 трлн руб. (2020); рост до ≈ 2,2 трлн руб. (2021); спад до ≈ 1,9 трлн руб. на фоне ухода зарубежных вендоров; тиражное ПО ≈ 287 млрд руб. (2022); восстановление ИТ-рынка ≈ +12% (2023), драйвер — импортозамещение ПО; тиражное ПО ≈ 448 млрд руб. (2024), средний рост ≈ 25%/год с 2022.",ALISHER — цифровой P2P-сервис аренды повседневных вещей (МФТИ).,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P170,2025,Москва,U065,0,2,3,0,0,0,2,1225,"WiFi device direction finding, industrial cybersecurity monitoring, wireless network intrusion detection",7,0.0,пеленгация Wi-Fi устройств,0,0,0,0,0,0,0,0,31,37,48,77,97,139,143,0.2902,542.8,WiFi device direction finding industrial cybersecurity monitoring,572,Срок окупаемости инвестиций — три года. ROI,"пеленгация Wi-Fi устройств промышленность, мониторинг ИБ беспроводная сеть, WiFi device direction finding, industrial cybersecurity monitoring, wireless network intrusion detection","Рыночный контекст (сектор «Сенсоры/электроника/приборы», данные на момент подачи, 2025): расширение господдержки радиоэлектроники и ЭКБ (2020–2021); мировой дефицит полупроводников; уход зарубежных поставщиков ЭКБ (2022) — резкий рост спроса на отечественную электронику и датчики; рост госзаказа и инвестиций в микроэлектронику (2023), приоритет технологического суверенитета.",Модуль пеленгации Wi-Fi устройств на территории промышленных предприятий для реагирования на инциденты,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P171,2022,Москва г,U118,22,19,28,24,23,28,29,471,"filament winding machine, CNC composite winding, fiber reinforced parts",173,0.0,намоточный станок ЧПУ,0,0,0,0,0,0,0,0,22,30,22,32,35,61,46,0.1308,184.84,filament winding machine CNC composite winding,248,,"намоточный станок ЧПУ, изделия из композитов, filament winding machine, CNC composite winding","Рыночный контекст (сектор «Цифровое здоровье/wellness», данные на момент подачи, 2022): рынок телемедицинских консультаций РФ ≈ 5,6 млрд руб. (2020, BusinesStat); ≈ 6,7 млрд руб. (2021).",Бюджетный намоточный станок с ЧПУ для производства малогабаритных деталей из,Основатель (данные на момент подачи): образование/статус: учащийся / участник программы Инжинириум МГТУ имени Н.Э. Баумана; призёр инженерного чемпионата CASE-IN; разработчик бюджетного намоточного станка для производства малогабаритных деталей из композиционных материалов; есть компетенции в машиностроении и производстве изделий из композиционных материалов.
P172,2025,Москва,U059,0,0,2,1,0,1,10,4678,"user-generated content game platform, multiplayer physics game, game ecosystem",14,-0.1091,игровая платформа пользовательский,2,0,0,1,1,0,1,5,91,96,107,108,134,216,237,0.173,449.68,user-generated content game platform multiplayer physics game,989,,"игровая платформа пользовательский контент, многопользовательская игра физика, user-generated content game platform, multiplayer physics game","Рыночный контекст (сектор «Туризм/спорт/креатив», данные на момент подачи, 2025): внутренний турпоток РФ 66,5 млн поездок (2021, +40%); 73,1 млн поездок (2022, +10%); господдержка отрасли; 83,6 млн поездок (2023, +14%) — исторический рекорд; ≈ 90 млн поездок (2024); оборот внутреннего туризма ≈ 917 млрд руб..","Игровая экосистема, в которой пользователи создают контент и мини-игры.","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P173,2025,Красноярский край,U081,0,0,0,0,0,0,0,0,"smart clothing wearable technology, heated garment electronics, e-textile functional apparel",0,0.0,умная одежда технологии,0,0,0,0,0,0,0,0,21,19,29,42,29,53,92,0.2792,326.28,smart clothing wearable technology heated garment electronics,285,,"умная одежда технологии, носимая электроника одежда, smart clothing wearable technology, heated garment electronics","Рыночный контекст (сектор «Сенсоры/электроника/приборы», данные на момент подачи, 2025): расширение господдержки радиоэлектроники и ЭКБ (2020–2021); мировой дефицит полупроводников; уход зарубежных поставщиков ЭКБ (2022) — резкий рост спроса на отечественную электронику и датчики; рост госзаказа и инвестиций в микроэлектронику (2023), приоритет технологического суверенитета.","Бренд «[ПРОЕКТ]» технологичной одежды со встроенной носимой электроникой, включая изделия с подогревом.",Основатель (данные на момент подачи): образование/статус: студент Института инженерной физики и радиоэлектроники Сибирского федерального университета (CBФУ); основатель и генеральный директор бренда технологичной одежды [ПРОЕКТ]; разработчик умных текстильных изделий со встроенной электроникой; есть компетенции в разработке технологичной одежды и умного текстиля.
P174,2023,Саратовская область,U153,0,0,0,0,0,0,0,0,"veterinary business digitalization, vet clinic software, vettech platform",0,0.0,цифровизация ветеринарного бизнеса,0,0,0,0,0,0,0,0,25,26,15,26,27,74,67,0.1786,188.32,veterinary business digitalization vet clinic software,260,"Грант ФСИ «Студенческий стартап» — 1 млн ₽ (2023, очередь III, СтС-302038). Зарегистрировано юрлицо (Rusprofile).","цифровизация ветеринарного бизнеса, ПО для ветклиник, veterinary business digitalization, vet clinic software, vettech platform","Рыночный контекст (сектор «AgroTech», данные на момент подачи, 2023): ИИ внедряли 11,9% компаний АПК (начало 2022) при средних по экономике 20,8% — низкая база цифровизации; Минсельхоз прогнозирует пятикратный рост рынка агротехнологий к 2026 году.",[ПРОЕКТ] — цифровой сервис/платформа для управления ветеринарной практикой.,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P175,2025,Красноярский край,U081,0,2,0,1,2,0,3,2009,"Elvin LLC startup, SFU spinoff, tech company",8,0.0,ООО Элвин СФУ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Elvin LLC startup SFU spinoff,0,"Действующее юрлицо [ПРОЕКТ] (ИНН [СКРЫТО], рег. 19.12.2024).","ООО [ПРОЕКТ] СФУ стартап, красноярский технологический проект, Elvin LLC startup, SFU spinoff, tech company",,[ПРОЕКТ] — технологический стартап на базе СФУ (Красноярск); профиль уточняется.,"Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
P176,2023,Московская область,U024,4,5,6,4,4,4,12,2009,"illegal waste disposal monitoring, AI satellite waste detection, environmental compliance",39,0.0,мониторинг нарушений захоронения,0,0,0,0,0,0,0,0,7,9,12,29,30,60,121,0.608,169.4,illegal waste disposal monitoring AI satellite waste detection,268,Прогнозировать точные сроки окупаемости инвестиций сложно ввиду различий,"мониторинг нарушений захоронения отходов, ИИ анализ свалок, illegal waste disposal monitoring, AI satellite waste detection","Рыночный контекст (сектор «Экология/переработка», данные на момент подачи, 2023): отрасль сбора и утилизации отходов — лидер роста промпроизводства РФ (+35% в 2021, эффект «мусорной реформы»); доля переработки ТКО ≈ 10–12% (2022) — большой потенциал роста.","[ПРОЕКТ] — это комплексное программное решение, разработанное для","Поиск сведений об основателе проведён по открытым источникам (вузы, публикации, патентные базы, реестры юрлиц, СМИ) за период до даты подачи заявки. Сопоставимых сведений по указанному ФИО не обнаружено. Отсутствие результата отражает предел поиска по открытым источникам, а не отрицательный сигнал о команде."
